comment,sentimiento,tema
nunca la politica venezolana habia tenido un tipo tan imbecil,ira,politica
las citas autorefenciales son muestra de mucha ignorancia o de mucha inteligencia en la politica venezolana con malos resultados poca efectividad poco razonamiento y escaso contenido es mas lo primero que lo segundo,ira,politica
ejemplo de los muchos estafadores de la politica venezolana de verdad alguien le cree a este sujeto hay que pasar por el valle de los idiotas para seguir con estos mediocres,ira,politica
el politiquero fracasado de chuo cree que a nosotros a quienes ellos han pulverizado nuestro salario nos une el poder creen que nosotros somos lo que ellos son los tarifados de la politica venezolana que se venden a estados unidos para delinquir como hicieron,ira,politica
la posicion de creer que la democracia venezolana entre 1959 y 1999 era todo corrupcion y los politicos eran y son ladrones es una foto vendida de una izquierda encompinchada con los castro foro de sao paulo etc no entender la politica como una profesion es no ser democrata,ira,politica
manuel rosales oposicion este arando y poniendo semillas pero de esa tierra politica venezolana lo que sale es hierba mala,ira,politica
pudo estar haciendo historia como lo esta haciendo pero el prefirio ser el arrastrado de los viejos corruptos de la clase politica venezolana la historia los condenara,ira,politica
eso que llegue pronto y hable de la corrupcion venezolana y colombiana para ver que dice de su familia politica,ira,politica
a todos esos jovenes y no tan jovenes como yo que ya abrimos los ojos respecto a la politica venezolana les digo que hay una esperanza un verdadero movimiento de derecha que quiere la libertad,alegria,politica
tu sabes porque no quieren que la gente se empodere y denuncie se les cae el negocio y el filtro que tienen estos nefastos personajes de la politica venezolana no buscan que las cosas se resuelvan buscan es vivir de las desgracias de este pais suena duro pero es asi,ira,politica
porque incluso si tu quieres llamar a eso polarizacion sus efectos en la politica venezolana son insignificantes y por lo tanto indignos de atencion para efectos de identificar las razones del desastre politico que hay aqui y proponer soluciones,ira,politica
camarada chuo cuanta sensatez escasea mucho ultimamente en la politica venezolana se pierde la oposicion del personaje que los llevo a ganar en 2015 con la ultima cola nefasta campana pero funciono saludos camarada chuo,ira,politica
son corresponsales directos han sido peor que el chavismo porque nos han mentido estafado se enriquecieron y nos hundieron por eso son peores al menos el chavista es una mierda pero de frente y conociamos al enemigo la oposicion politica venezolana la maldigo,ira,politica
poco hablo de la politica venezolana porque es un tema que de verdad detesto pero me arrecha la gente que tiene el mojon de que aqui no se ha logrado nada porque el pueblo no sale cuando hay demasiadas pruebas de que si se hizo,ira,politica
pobres imbeciles q gastaron su tiempo y dinero en este fraude quisiera verles la cara a toda esa mud arrastrada y complice ahora la miseria politica venezolana en su maxima expresion de parte y parte mediocridad o ya les habran pagado por el show,ira,politica
a mi no me gustan esos de bandos en twitter me parece tan yo soy mas del team que ve la discusion da like y dice bueno otra anecdota mas los bandos de tw vzla son lo mas cercano a la politica venezolana,ira,politica
venian a cambiar la politicaa donde se fue la probidad q tanto hablaron exalumnos de la univarcis saludan a gboric por haber premiado a galo eildestein del pc luego de haber lucrado robado y arrancado con elbono de ayudaque recibieron de la dictadura venezolana,ira,politica
no chicoooo tu sabes que en la politica venezolana nadie se aburre pronto veremos a los besa vieja y a los carga carajitos en accion y una banda de pendejos preparandose para otro simulacro electoral con estos delincuentes rojos,ira,politica
por supuesto no incorporar politica y geopolitica en los curriculos de educacion venezolana eso funciono mal,ira,politica
este enano oportunista y a la vez estupido estupido por haber vendido por cuatro lochas el poder no puede estar en contra del tio sam velazquez el mendigo de la politica venezolana de una tonta oposicion que aunque mucho han robado muy pronto lo pagaran,ira,politica
tan desconectada de la politica venezolana que me estoy enterando que rosales sigue vivo olivares parece que va a ganar vargas a nadie le parecio raro que se devolvieran al pais y los dejaran participar en elecciones no lo voy a entender y nadie me lo va a poder explicar,ira,politica
capriles puro show igual ninguno de la oposicion me cae puro buche y pluma es mas la politica venezolana es un chiste mi candidato siempre fue er conde,ira,politica
profe que lamentable el nivel de la politica venezolana hoy dicen algo y manana lo desmienten,tristeza,politica
si lo hacen de la mano del regimen comunista lo que si es cierto es que a la final los creditos seran solo para el regimen y los suyos esa es la verdad de toda esa paja loca en la politica venezolana secuestrada pisoteada y esconetada,ira,politica
que delirio mental tenes funcionarias en una sociedad politica como la venezolana,ira,politica
borges tu y unos cuantos mas tienen que desaparecer de la escena politica venezolana han hecho muchisimo dano,ira,politica
tienen todos que desaparecer de la politica venezolana todos no debe de quedar uno si es que todavia tienen un poquito de dignidad,ira,politica
en lo que a mi respecta hace raaato que la unica oposicion venezolana la que esta en la sociedad civil en cada ciudadano venezolano que se opone a la tirania chavista socialista no tiene clase politica que los represente,ira,politica
pobre espana la llevan aceleradamente a la situacion venezolana a nosotros tardaron 23 anos en traernos a este punto porque tuvimos mas de 15 peleando y resistiendo a pesar de haber sido traicionados por la oposicion politica mud pero no veo reaccion de los espanoles,tristeza,politica
es vergonzoso que exista un segmento de la poblacion y de la clase politica venezolana que esta esperando la aprobacion o el permiso de ciertos actores internacionales con sus propios intereses para tomar una decision politica en especial sobre el asunto de votar o no,ira,politica
muchos de los personajes que participan hoy en la politica venezolana salvo casos muy especiales terminan robando al pais en este gobierno chavistamadurista se alborotaron las cifras y lo triste es que su slogans es salvar la patria,tristeza,politica
cuanta soberbia la de estos politiqueros del g4 se creen los mesias de la politica venezolana no quiero ni pensar cual seria su accionar si lograran acceder al poder ejecutivo digo una vez mas soberbios,ira,politica
q relajante y refrescante es no estar en el ojo del huracan de la asquerosa vida politica venezolana estas 2 semanas de cambio te tema y discurso me cambio el algoritmo y me toca leer menos caca propaganda y manipulacion por aca pd ojo no olvido crisis de,alegria,politica
buenos dias esperando cafe radio rumbos retuiteando y leyendo la prensa venezolana noticias 28122021 politica guaido resucito economia crecimiento economico social 87 vacunados feliz ano nuevo 2022,alegria,politica
buenos dias amigos tuiteros tomando cafe oyendo notirumbos y leyendo la prensa venezolana noticias 13082021 politica cpi economia buhoneros social desayunos 1 saludos cordiales,alegria,politica
estoy deacuerdo en lo particular ya no puedo apoyar a los dinosaurios de la politica venezolana y su busqueda de la cohabitacion,ira,politica
de verdad que aquella sesion de guaido en gq en pleno peo de protestas esta en el top 5 de las vainas mas ridiculas y estupidas de la politica venezolana contemporanea,ira,politica
somos suena a poliedro esa frase se la deben al colaboracionista ramos allup el rastrero mas sucio y acomodaticio de la politica venezolana alguien se ha fijado que a ese nunca lo han inhabilitado,ira,politica
google fotos y sus recuerdos 5 anos despues dicen los lideres de la oposicion vamos a elecciones con el chavomadurismo y el idiota de el que quiera participar participe y el q no no participe la politica venezolana es una cloaca putrefacta,ira,politica
en verdad que el dueno de soluciones solamente le hace el juego es al regimen que triste final para alguien que pudo ser algo importante en la politica venezolana y quedara como un mediocre mercenario de la politica,tristeza,politica
este red noticias si asi hubieran desplegado la nene politica los medios no hubieran archivado el caso que si tenia pruebas no que pongan a alguien que buscan la fiscalia venezolana por corrupto y seguidor de guaido a involucrar por supuestas escuchas y sin pruebas,ira,politica
la sociedad venezolana esta tan cansada de la politica que este 23 de enero no escuche ningun comentario sobre el hecho historico que conmemoramos este dia fiel reflejo de que estamos en una profunda resignacion y que para muchos importa poco o nada recordar nuestra historia,tristeza,politica
a la broma una venezolana de raiz y corazon haciendole propaganda a un candidato colombiano es una pequena ayudasin saber nada de politica colonbianapero me da lastima que colombia la vaya a gobernar un guerrillero comunista,ira,politica
que asqueante es la politica venezolana no es facil digerir esta mierda en ese grupo no hay uno solo que no aspire sacar provecho economico de esta vaina uno solo carroneros todos,ira,politica
por cierto como me gustaria no hablar de politica venezolana cada vez que lo hago se rompe el alma aveces buscando culpables aveces hablando estupidez etc etc dios mediante algun dia seremos libres viva venezuela libre amen,tristeza,politica
hoy se conmemora 114 anos del natalicio del ideologo de la democracia venezolana el presidente romulo betancourt fundador de la opep autor del libro venezuela politica y petroleo america latina democracia e integracion y el petroleo de venezuela fundador de ad,alegria,politica
pasara a la historia como la mayor estafa politica de la historia creado por este cuarteto son dantesco para la sociedad venezolana no nombro al traidor mayor pues ya todos sabemos la clase de reptil vz,ira,politica
un extranjero dando un pesimo take sobre la historia politica venezolana un extranjero dando un pesimo take sobre la historia politica venezolana uno de los mayores culpables de ese fiasco del 11a fue carmona que conformo un gobierno terrible que derivo en fracaso,ira,politica
mientras tanto la poblacion rumbo a la miseria un pais que sigue su camino al atraso social en fin para la clase politica venezolana eso no importa,ira,politica
no tiene ni pie ni cabeza ni tronco ni extremidades estan de meterlos a todos en barbula algo nuevo tiene que surgir de esta politica podrida gastada sin iniciativas ni caras nuevas algo tiene que extinguir esta corrupcion tan profunda en la politica y sociedad venezolana,ira,politica
algo torcido estaba detras de liberar la migracion venezolana no era una causa humanitaria y si parte de una estrategia politica antes fue se metieron al conjunto de al lado hoy es no voten por el chavez colombiano este desastre uribista,ira,politica
nojoda la politica venezolana mas del mismo escremento para la continuidad de la politica de la iv republica,ira,politica
la clase politica venezolana tiene 30 anos de atraso y no solo en esa materia y bueno este es de lo peor de los politicos prefiero a un chavista de una sola cara q a semejante personaje,ira,politica
la politica argentina es la mejor novela venezolana que jamas vi no me puedes dejar de amar porque estoy embarazado chan chan chaaaaaan,alegria,politica
todavia hay gente como tu revolviendo la politica venezolana con actos que atrasan mas la salida de la crisis y poder salir de esta desgracia,ira,politica
jovenes que fueron utilizados por la clase politica rastacuero venezolana fueron sacrificados para que estos infames se lucraran con el hambre y la miseria de los venezolanos no los debemos olvidar jamas,tristeza,politica
te aviso de la vulneracion de esta menor ahhhh verdad q hay un ser de luz implicado q en tiene mas derechos pero si hubiese sido una menor venezolana la violada o un menor usable politica estaria rasgando vestiduras ahora ya asi estaria dona,ira,politica
no crees que es hora de retirarse de la politica dejar que nasca una nueva oposicion venezolana lideres nuevos que no sean alacranes y que tengan nuevas estrategias para salir de este regimen,ira,politica
discursito vacio mintiendo descaradamente como son ellos caretablas diciendo que el gobierno no quiere que la gente vote jajaja asi habla uno de los losers mas grandes que ha padecido la politica venezolana,ira,politica
la gente cambia sinceramente los hijos que conoci de ese ser eran bastante traumatizados por toda la politica venezolana y sus consecuencias de hecho buscaban como diera lugar relacionarse con los demas de manera que no los hicieran sentir como parias,tristeza,politica
habria que preguntar cuan sobrevalorado tienen algunos amigos a borges capriles y la larga lista de infames dirigentes que encabezan los titulares a diario uslar deberia permanecer en donde esta en un sitial de honor frente a la decadente clase politica venezolana,ira,politica
la politica venezolana esta llena de charlatanes sus discursos son carentes de principios republicanos y ausencia de consciencia real de lo que se debe hacer para establecer un estado de derecho y preservar una nacion nunca los oi hablar de libertad sino elecciones y democraci,ira,politica
yo ya no quiero saber nada de politica venezolana definitivamente,tristeza,politica
la politica mundial muy movida venezuela siempre en la agenda nuestra crisis economica y politica es una preocupacion global mas de 6 millones es la cifra de la diaspora venezolana duele y preocupa,tristeza,politica
desde hace anos muchos venezolanos denunciamos la complicidad de los politicos venezolanos que hacen papel de opositores siempre actuaron como soporte de la tirania la clase politica venezolana es socialista y siempre colaboro con el chavismo,ira,politica
la politica venezolana cada vez es peor sobretodo cuando un pendejo con amigotes que tiene menos dias que cualquier otro preso politico es nombrado candidato a alcalde la oposicion no sirve,ira,politica
asi es esa cabeza ya tiene precio y el encargo para quitarlo como presidenciable esta auspiciada por sus aspirantes homologos siempre fue asi la politica venezolana los presidentes de suramerica no toman vacaciones por temor a ser derrocados por su propio equipo,ira,politica
bien repartiendo besos en epoca pandemica no se como cono no has tenido covid y si lo has tenido no te has vuelto a contagiar la politica venezolana es un chiste de pana,ira,politica
su unica oportunidad laboral en el futuro va a ser en la politica venezolana o cubana alli aun escuchan estos discursos sin descojonarse porque no les dejan ni reirse,ira,politica
buenas tardes licenciado increible como siguen el mal ejemplo del gobierno al no respetar sus propios resultados estos politicos parecen hienas peleando los trozos de comida lamentablemente esa es la politica venezolana solo dejan ver lo poco confiables que son,ira,politica
tal cual de politica venezolana ya no digo nada me aburri de que me digan a cada rato que por emigrar no tengo derecho a opinar y tampoco se como esta eso alla ojo los mismos que hablan de bielorusia chile o palestina,ira,politica
la unica solucion para argentina es revertir el adoctrinamiento que hace decadas se imparte en educacion medios y desde la politica para que los votantes consideren positiva la imagen del che guevara o a la dictadura cubana venezolana nicaraguense o china y no son 19 meses,ira,politica
me pregunto si antes de chavez la politica venezolana era igual de toxica digo no habia twitter pero quizas por otros medios que lalla de vdad,ira,politica
ciertamente al regimen hay que combatirlo con inteligencia el problema es que no estoy segura que o tu tengan esa vaina el legado de ustedes en la politica venezolana ha sido dividir y entorpecer asi como hoy quieren acabar con sinverguenza,ira,politica
si esta pajua la cosa del chamo pero igual leopoldo es un mamawebo cabeza e pinga igual que toda le gente de la politica venezolana,ira,politica
cuando se daran cuenta que toda la clase politica venezolana sin excepcion es de naturaleza traidora y parasita ellos son mercenarios de la politica,ira,politica
me suena a politica venezolanalos izquierdistas son envios repartan lo de ellos,ira,politica
parte de la elite politica intelectual y empresarial de venezuela cometio un pecado mortal que nos ha costado mucho a los venezolanos apoyo a chavez un golpista o minimo no lo condeno firmemente parte de la sociedad venezolana cometio otro pecado al llevarlo al poder en 1998,tristeza,politica
quisieras tu pero por sus venas corre sangre venezolana ellos no hablan de politica solo deporte y se sienten orgullosos de ser venezolanos,ira,politica
la politica venezolana es un puto meme y asqueroso,ira,politica
amigo venezolano que decidiste emigrar termina de adaptarte a tu nueva realidad crece lucha por nuevas metas por que lo que expresas es inconformidad y por favor deja de contemplar la politica venezolana la misma sabemos que no sirve ni servira,tristeza,politica
hay gente que piensa llamemosles los decepcionados que en la politica en general y en la venezolana es toda combustion se tiene que ser coherente la politica no es eso a estas alturas de la mierda en el cuello no han aprendido a distinguir la mierda entre la mierda,ira,politica
que venezuela ahora es de todosss de todos las porquerias que apoyan a este tipooo claro aunque te pones a ver la que es la oposicion politica venezolana y terminas entendendiendo muchas cosas,ira,politica
la desgracia para venezuela fue tener a un ser tan despreciable como tu dentro de la politica venezolana,tristeza,politica
mi nivel de decepcion hacia la politica venezolana es cada vez mayor roberto patino era el unico capaz de darle la pelea al chavismo me emocionaba su candidatura hoy nos traen la noticia de que es mejor obligarnos a votar nuevamente por liderazgos muertos,tristeza,politica
debemos alegrarnos de que no hay revocatorio por que para ponernos de acuerdo para el 2024 para que esa entelequia llama presidencia interina de acabe y para re ordenar el espectro ideologico de la politica venezolana,alegria,politica
que se puede pretender con los chavistas este personaje espanol defensor de la tragedia venezolana se mueve gracias a los miles de dolares que le dio chavez primero y maduro despues sin la menor verguenza sigue en la politica mostrando una falsedad que algunos celebran,ira,politica
no se si son buenos asesorespero por la experiencia venezolana han adquirido esa malicia que hace falta para la politica no les importa hacer populismo siempre y cuando haya logistica y dinero y para eso es buena sara en logistica y en dinero,ira,politica
para exterminar aquel gen de hegemonia con el que chavez contamino la politica venezolana la democracia interna es la solucion absoluta para ello accion democratica depurara aquel vicio con el sufragio como el primer paso para recuperar nuestra venezuela querida,tristeza,politica
rechazo nacional a la politica venezolana es desafeccion politica no del todo va a hacer todo lo que usted comenta agregado el factor de la diaspora,ira,politica
sucio ya saliste para hacer propaganda politica con la tragedia venezolana ud es corresponsable de todo se les dio una tarea y lo unico que lograron fue engordar sus cuentas,ira,politica
mrk la creen que la politica venezolana es un chiste no han visto la de aqui,ira,politica
que este triunfo esta gloria sea utilizada para mostrarle al mundo la crueldad con que atienden a los deportistas en venezuela y la necesidad de cambios profundos en la politica venezolana sea esta nuestra nueva ventana de libertad en democracia y no en dictadura,tristeza,politica
en 1972 muere raul leoni ex presidente de la republica abogado y politico venezolano despues de su mandato raul leoni se alejo de la politica venezolana el 5 de julio de 1972 fallecio a los 67 anos de edad en la ciudad de nueva york,tristeza,politica
son todos una cuerda de ratacranes que nunca han debido existir en el seno de la politica venezolana lo que dan es asco,ira,politica
lo peor que se ha dado a la politica venezolana en el sector democratico es el senor julio borges su renuncia a la responsabilidad que tan indignamente a desarrollado en las ultimas semanas debe ser ya demuestro su propio interes por el de los ciudadanos que supo enganar,tristeza,politica
venezolana las mujeres de barinas ya les esta haciendo efecto la burundanga que le suministro superlano en su campana politicalas embarazadas son las mas afectadas llegan al hospital con el bracito del feto afuerabarquisimeto monomeroscharly matadiosdado cabellomagallanes,tristeza,politica
jajajaja alacran chavista aupando a alacran super chavista disfrazado de opositor non plus ultra duro jajaja csm lo q se en esta politica venezolana y q de oposicion,ira,politica
jajaaaaa ole duque con mi respeto personalpero ud todavia metiendo las narices en lokolombia politicacuando ud casi nos mete en una guerra fraticida con el hermano pais de venezuelapor udtrumpmarco rubio etcs apoyar la extrema derecha venezolanano sea sinverguenza ya chaooo,ira,politica
asi como se tapa todo el dinero que ha recibido podemos por parte e la dictadura venezolana vamos que la politica da asco en cualquier lado,ira,politica
si tu crees que internacionalmente afecta que unos cuantos voten o no no has entendido nada aun de la situacion politica venezolana de los ultimos 8anos no le importamos a nadie,ira,politica
lamentablemente en nuestra educacion venezolana no ensenan a razonar y todos han crecido con cultura de novelas por la television sin mencionar el dano educacional que producen las pinatas y la politica no permitan que les empanen sus almas un gran abrazo todos,tristeza,politica
en serio mano entonces el unico que sabe de politica eres tu no sabes cuanto poder de discernimiento tiene la gente venezolana o es que tu eres otro que cree que se la sabe todas,ira,politica
la policia politica venezolana las mas corrupta alineada totalmente al narcochavismo no defienden a la gente defienden al regimen totalitario son agresivos y entrenadas con un odio infinito al ciudadano,ira,politica
tienen razon en todo lo que dicen acerca de alguacil y sus temerosas decisiones nuestro line up esta mas muerto que la carrera politica opositora venezolana y la gerencia de desconecto hace rato de la realidad y vive de glorias pasadas que no realizo ninguno de los que esta alli,ira,politica
la unica forma en la q me vuelva a importar la politica venezolana es si jr petare se lanza a presidente o algo asi del resto idgaf,ira,politica
saludos venezuela pronto anunciaremos la fusion de nuestro equipo nacional con un importante partido politico liderado por una extraordinaria figura politica venezolana abriendo caminos por venezuela,alegria,politica
en el manual de la militancia politica venezolana no esta escrito pero la escuelita lo ensena si quieres eliminar a alguien ignoralo que se convierta en un fantasma la plataforma politica no es solo un trampolin sino un arma igual pasa con las cuentas particulares,ira,politica
lamentablemente los que mas critican son los mismos que defienden al sistema de nada mas evidente de la asquerosa politica que la desesperacion de la gente venezolana y aca quieren copiar lo mismo veremos a donde estaremos emigrando en unos anos mas,tristeza,politica
poco importa lo que diga tu encuesta que quiten o impongan mas sanciones a la dictadura venezolana es un asunto de los eeuu y su politica de seguridad energetica hacia un pais que apoya abiertamente al criminal de guerra de putin a iranies sirios y demas especimenes,ira,politica
es que definitivamente la politica venezolana perdio su etica lamentablemente ya no me siento representado por ningun politico soy izquierdista pero ninguno ninguno me representa se olvidaron que fueron elegidos para nuestro beneficio no para el de ellos,tristeza,politica
poco a poco la politica de espana da mas asco que la venezolana,ira,politica
tu amiga venezolana es una fascista ignorantey sobre todo irrespetuosa de la politica interior de un pais que le da de comer,ira,politica
ella ha mantenido solamente una posicion y es esperar comoda porque lleguen los marines es de lo mas toxico que hay en la politica venezolana y es lamentable que exista gente que aun se acuerde de su patetica existencia,ira,politica
es dificil explicar esa situacion en tuit pero la politica venezolana esta demasiado encharcada llena de mentirosos de viciosos de la vieja politica de incompetentes de falsos hombres y mujeres que dicen trabajar por el pais tardara salir del hueco,ira,politica
ya el perico hizo lo suyo este ya no coordina ni una simple redaccion de un tweet esas neuronas totalmente calcinadas la de la politica venezolana estos desgraciados solo sirven para robar malversar y drogarse,ira,politica
la oligarquia roja que lidera la delincuencia politica en venezuela hablan de socialismo y viven en la opulencia la vanidad lujos por demas poseen yates bancos mucho dinero generadores de hambre y miseria a la sociedad venezolana,ira,politica
pasaras a la historia venezolana como un mercenario de la politica,ira,politica
vaya respuesta la tuya no deja lugar a dudas eres una digna exponente de la clase politica venezolana sobre todo de ese antro de corrupcion como es claro hablas de club de fans porque lo de ustedes es un solo teatro malo por cierto,ira,politica
maria corina es el cancer de la politica venezolana ni lava ni presta la batea siempre ambigua oportunista y se lava las manos como poncio pilatos no tiene un planteamiento claro y se dedica a criticar sin proponer y dividir constantemente siguiendole el juego al gobierno,ira,politica
este si es cara e tabla ellos son los tienen anos sin dejar trabajar el gobierno legitimo de presidente maduro los que han saboteado la politica venezolana y no contentos con eso pidieron las sanciones y elbloqueo y ahora vienen con eso diossssd dame paciencia,ira,politica
parece que los unicos que emigran son los venezolanos nadie habla de los millones de personas que se mueven por el mundo de diversas nacionalidadespero la emigracion venezolana se ha convertido en un negocio y una bandera politica,ira,politica
la podrida asquerosa y parasitaria oposicion regreso a la mud para la elecciones eso legitimara al tirano y esclavizara al venezolano era de esperarse hra el el jefe de la basura politica venezolana,ira,politica
clonados que le puede envidiar un mamarracho a otro y mas si son d la misma coalicion politica el peruano ya tira la esponja porque el cargo se lo esta devorando y este no demuestra mejor perspectiva d lider y mandatario son titeres d la misma ideologia cubanovenezolana,ira,politica
dejen la jaladeraseparen la sucia politica venezolana del deporte mundialfuera los corruptos y narcos,ira,politica
los expertos en politicadicen si la oposicion venezolana va unidael mapa politico seria de color azulclarosi los espanoles no roban recursos de america y matan tantos aborigeneshoy2021no hubiesen tanta hambre y miseria en america y africa,ira,politica
pan y circo primero fuerza y fe despues vamos bien y ahora vamos pa esa esa son todas las soluciones q ofrece la politica venezolana los chavistas son azules y rojos en este pais,alegria,politica
senorita eso lo dice encuestadoras pagadas x el comercio ipso y datum usted es venezolana me parece xq de un presidente peruano q mal se ve q sus compatriotas lo deztrocen,ira,politica
que podemos esperar de esta clase politica venezolana que vive en el oscurantismo este tipo de cosas y peores,ira,politica
es una duda que tengo yo soy venezolano y politologo pero no soy de escuela venezolana ni me identifico con lo que entiendo como la escuela cs politica venezolanas puedo estar errado tanto en mi percepcion de la escuela venezolana como en mi posicion pero es una duda igual,ira,politica
jamas es un pobre bastardo de la politica venezolana,tristeza,politica
sin fin el libreto de la tragicomedia politica venezolana venezuela se arreglo y los 68 que retornen te lo pedimos senor,tristeza,politica
el dia a dia en el proceso de la prostitucion de la politica venezolana muy lamentable,tristeza,politica
es lo malo de la politica venezolana cuando las mujeres tienen que competir en un pais de machistas de muchos misoginos e ignorantes irene no dejo tirada ni le quedo grande la gobernacion ella renuncio por problemas personales de salud y lo dijo publicamente,ira,politica
es muy cierto esto quedara para la historia politica venezolana como una de los acuerdos mas vergonzosos ni siquiera fueron capaces de organizar una primaria o ponerse de acuerdo escoger candidatos por encuestas y ni eso respetaron y pretenden que votemos por ellos,ira,politica
este es un troglodita de la politica venezolana y de paso mediocre,ira,politica
el descaro de estas prostitutas de la politica venezolana es algo que no deja de sorprender este seguro tambien chupaba de esa teta,ira,politica
supuestamente es un escrupulo para evitar la xenofobia pero sospecho que hay una intencion de encubrir los danos de la inmigracion venezolana en la seguridad y el empleo para evitar discutir la actual politica en relacion a venezuela estan negando el problema,ira,politica
porque pretendes acreditar te algo con muchos de nosotros los desplazados maldito comunista vago de mierda eres la representacion mas abjecta de la politica venezolana la representacion de nuestra desgracias socialista basura,ira,politica
el movimiento encabezado por jose leonardo chirino y jose caridad gonzalez fue una insurreccion que impacto politica social y economicamente a la sociedad colonial venezolana esta rebelion fue la de mayor importancia en el periodo de la colonia,tristeza,politica
notable este tipo lamentablemente a la politica venezolana llego lo peor de lo peor el dano que han hecho vp lopez y el resto es inmenso,tristeza,politica
recordar a pedro carreno vladimir montesinos esta muerto revolucionario y anda con ropa de disenador gucci luis v las receptores de directv tienen camaras espias jajaja y mas bobasadas de este payaso de la politica venezolana,ira,politica
no solo el toda la mierd politica venezolana estaria contenta,ira,politica
el gran problema de venezuelaempieza cuando los partidos politicos junto con personajes ilustresde la politica venezolana empezaron a negociar con narcotraficantes ademassiempre lo he dichocortar la llegada de tu papa a miraflores es el peor error politico de la historia,ira,politica
la politica venezolana es una mierda y aqui nadie sirve,ira,politica
17 anos de la muerte con explosivos del ex fiscal danilo anderson un asesinato controvertido en la politica venezolana vpitv,tristeza,politica
un corrupto mas en la triste historia politica venezolana,tristeza,politica
que asco la politica venezolana es una letrina ninguno sirve para nada despues de la gloriosa generacion del 28 llego la 2007 o mejor llamada la generacion mojon,ira,politica
diria q nos robaron pero lo bueno seria q la ilegitimidad del regimen se agudizaria mucho mas te digo q la politica hoy dia en venezuela es como un juego d ajedrez d 1 jugada tienes la opcion de muchas jugadas masla oposicion venezolana tiene q aprender de lo errores,ira,politica
lo q esta planteado es desplazar del poder y sustituir a la hegemonia politica q lo ostenta esto si d verdad quieres generar en la sociedad venezolana un cambio politico cualquier otra accion distinta q hagas mantienes al regimen y pierdes tiempo ir al cambio politico,ira,politica
la ineptitud de los corruptos de la an y el interinato en venezuela es preocupante esperan no se sabe que cosa continuan dejando que ocurran desgracias para luego mostrar preocupacion por las rrss es una verdadera tragedia la clase politica venezolana,tristeza,politica
lo peor es que carlos prosperi tiene demasiado tiempo pescueceando en la elite de la partidocracia venezolana que un tipo como ese siga teniendo tarima solo deja en evidencia lo lejos que estamos de tener una verdadera clase politica que defienda los derechos de la ciudadania,ira,politica
ese fue el que le mostre para luego hablar sin parar por 45 minutos de la politica venezolana alguien detengame,ira,politica
es el peor el mas inescrupuloso manipulador indecente y corrupto de la nueva casta politica venezolana no le da por los talones a y ya es hora de q lideres y luchadores decentes lo desenmascaren basta de y su gavilla,ira,politica
mira basura julimar es una atleta venezolana y lo logrado con su esfuerzo disciplina y empeno no tiene comparacionratas como tu son los que mezclan los logros y exitos de alguien con la politica muerdete el cupero ese exito lo celebramos basura de mierda,ira,politica
cuidado con este bicho es tan peligroso como ciertos personajes de la politica venezolana que se presume tomaron ese mismo camino luego de la toma de posesion de gustavo petro,ira,politica
si el gigantesco saqueo es una de las dos causas la otra la gigantesca mediocridad ineptitud e ignorancia politica de la cupula que encabezada por allup ha sido autora principal de los fracasos y complice en el saqueo a la nacion venezolana derwich y odebrech son dos ejemplos,ira,politica
feliz dia mi trilogia perfecta ahh te felicitopor tus ultimas seguidoraseso es un feedback la mujer venezolana honra su gentilicio tenemos fieles representantes en la palestra publica ejmmaria del pueblo pero es la conjuncion adversativa de la verdad en politica,alegria,politica
sera porque petro se la ha pasado opinando de venezuela mintiendo acerca de lo que pasaba en venezuela y apoyando y defendiendo al chavismo cuando los venezolanos opinan de politica colombiana esta mal pero cuando petro opina de politica venezolana esta bien,ira,politica
ese es un chiste que se cuenta solo son caimanes del mismo cano tanto la falsa oposicion como el narco regimen por cierto pokemon no estaba delicado de salud enfermito o era un showcito mas de la politica venezolana,ira,politica
ya un personaje de la politica oficialistas venezolana en el pasado hizo unas declaraciones similarmente polemicas como estas decia no podemos permitir que los venezolanos prosperen xq si prosperan se vuelven escualidos y van a buscar sacarnos del poder parafraseando,ira,politica
ha dicho algo al respecto yo no les he hecho seguimiento cercano a ninguno de los dos ni a keiko ni a castillo me parecen malos los dos lo que critico es que se los analice bajo la optica de la politica venezolana,ira,politica
esta mujer yo la admiro muchos politica venezolana mujer luchadora incansable es la unica de la oposicion vnzla q no se le doblego a esa dictadura y nunca dejo a su pueblo solo la admiro xq sola ha atacado a esa dictadura arriesgando su vida libertad o nada,alegria,politica
si pero el que gane en peru influye en la politica venezolanarecuerde que muchas cosas cambian con gente comunista en el poder en latinoamericagracias,alegria,politica
viniendo de ti moleiro hay que leerlo todo al reves fue un hecho planificado por la politica socialista venezolana junto con cuba para poder tomar como bandera el descontento e inyectar una inversion de vidas que sirviera para mantener ese fervor y soportar esa mentira,ira,politica
julio borges es uno de los personajes mas odiados en la historia de la politica venezolana este senor es un ser lleno de maldad la avaricia lo mueve,ira,politica
yosmar es odontologa venezolana por la crisis politica y la inseguridad que se vivia en su pais tuvo que huir y se establecio en el peru aqui gracias al apoyo de y pudo homologar su titulo colegiarse y ejercer su profesion,tristeza,politica
ese cuento de pisar el peine lo trae capriles odebrecht desde que fue falso candidato de la falsa oposicion politica venezolana no existe la oposicion politica en venezuela el que crea en politicos de oposicion es un webon,ira,politica
