comment,sentimiento,tema,politica,migracion
lo de carlos lanz es la verdad de politica y la sociedad venezolana uno celebran la muerte y otros lo hacen un martir pero la es que los politicos de todo color estan solo para robar y solo justifican la sociedad esta podrida en venezuela todo lo justifican dan verguenza,2.0,politica,1,0
yo no estoy en un partido soy un simple ciudadano de a pie asqueado con la clase politica opositora venezolana que solo vela por sus intereses y si tiene razon ramos allup no es menos excremento que bernabe y sus alacranes,2.0,politica,1,0
entonces quien representa al colombiano un viejo machista nazi y corrupto ademas de que comparan la politica colombiana con la politica venezolana que hemos hecho para no buscar lo menos pero,2.0,politica,1,0
a estas alturas cualquier burla meme chiste o ironia con la situacion politica venezolana se queda corto,2.0,politica,1,0
juan guaido la tabla dende muchos cuerpos muertos flotan por el en el mar de lo que queda de la politica venezolana,5.0,politica,1,0
uy yo llegue a esa misma conclusion hace raaaaaaaato ya aqui no hay hueso sano en la politica venezolana todos son cortados con el mismo patron,5.0,politica,1,0
no los chamos no quieren mas oposicion ni chavismo la politica venezolana no les brinda futuro y los jovenes somos conscientes de eso aparte fue la juventud que se enfrento al regimen y hoy con esta farsa electoral les estan dando una cachetada y condenando su futuro aqui,2.0,politica,1,0
vosotrasos solo representais la politica casposa trasnochada venezolana y cubana dudo mucho que haya mucha ciudadania que quiera lo que representais yo no me acercare,2.0,politica,1,0
la politica venezolana le dejo una gran decepcion a amanda gutierrez me jugue la vida video,5.0,politica,1,0
solamente dire algo hablar de politica venezolana ya es perder el tiempo es hablar de un ciclo que se repite de errores divisiones que ya aburre alli los veo en redes sociales incluso los que dicen ser una opcion democratica y andan que le maman el guevo al chavismo,2.0,politica,1,0
lamentablemente no hay salida politica a la crisis venezolana la solucion es militar y externa y los acuerdos politicos se daran a duras penas y luego de mucho forcejeo despues de derrocada la tirania y apartados quienes hoy la sostienen y aspiran a tomar el poder,5.0,politica,1,0
que ataques si colombia es la que ha sido atacada por la politica y delincuencia venezolana hace anos,2.0,politica,1,0
es increible como la politica venezolana se resume en vp y el oficialismo lanzandose sillas un medio dia en maracaibo vergonzoso,2.0,politica,1,0
henry lacava que asco da toda la casta politica venezolana desde los rojos hasta los azules no voto mas nunca en mi vida en este pais,2.0,politica,1,0
el peor el mas inescrupuloso manipulador y corrupto de la nueva casta politica venezolana es,2.0,politica,1,0
mejor dicho imposible si todavia no entiende este analisis ud todavia esta siendo usado para seguir haciendo dano inmenso a su pais ah y sobretodo aprenda de politica para no dejarse enganar masno siga siendo tontoa util de otros desalmados de la oposicion venezolana,2.0,politica,1,0
buen dia cafe retuiteando y leyendo la prensa venezolana noticias 02082022 politica la antipolitica gana terreno economia empresariosgobierno social santa elena inundada si a la paz saludos cordiales,0.0,politica,1,0
caja de munecas la tortura que usa la dictadura venezolana en sus centros de detencion politica,2.0,politica,1,0
ha partido americo martin una referencia politica venezolana una historia inmensa que dio lecciones de rectificacion y permanente cambio escribio por un tiempo para hasta que su salud mermo condolencias a sus familiares y amigos dolor mayor,5.0,politica,1,0
este desgraciado es un campeon mundial caretabla ya tiene asegurado su puestico en el hall de la fama de los despreciables de la politica venezolana en enhorabuena campeon,0.0,politica,1,0
el gran c j venezolano definitivamente todos uds deben desaparecer de la politica venezolana son un cancer para el pais que ha oxigenado a la tirania mas brutal y sanguinaria que ha tenido nuestro pais,2.0,politica,1,0
si ven la oposicion venezolana hace politica con la miseria de los venezolanos unos ladrones hp bueno politica no negocios unos miserables,2.0,politica,1,0
ha sido tal el abandono de la dirigencia politica a la diaspora venezolana y el maltrato al exilio q hoy le temen al voto de mas de 7 millones de venezolanos q huyeron de la narcotirania de y de la traicion de la dirigencia politica opositora,5.0,politica,1,0
toda la politica venezolana es un puto asco,2.0,politica,1,0
saludos barboza no tengo problemas de ninguna indole con la dirigencia politica que tiene secuestrada la oposicion venezolana insisto que ellos estafaron a los venezolanos,2.0,politica,1,0
un consejo no descalifiquen al contrario muestren las virtudes de su candidato y si ataquen la miseria que trae el comunismo y les ira mejor aprendan de los errores de laoposicion politica venezolana,2.0,politica,1,0
amo a mi papa loco me envio como 17 audios sobre historia politica venezolana,0.0,politica,1,0
hay que ver que este cono es embustero y manipulador para empezar fredy no tienes moral para hablarle a la poblacion venezolana lo mejor que puedes hacer es no intervenir mas en nuestras decisiones eres un politiquero de oficio y un oportunista de la politica venezolana,2.0,politica,1,0
a mi me da igual si lo regalan o no solo trato de ser objetivo y de ser empatico y ponerme en los zapatos del que no tienepara tratar de explicar el contexto de la crisis humanitaria compleja que obviamente es mayormente responsabilidad de la clase politica venezolana,2.0,politica,1,0
esa mision es tan peligrosa como un ganster como tu dirigiendo la politica venezolana resultaste tremendo chulo y ladron ayudaste a quebrar a monomeros para darte la gran vida que llevas sin trabajar por que no te conoce trabajo formal solo vives del saqueo a la nacion,2.0,politica,1,0
eres muy seguida te felicito por todo y ademas te veo como la periodista mas bella de toda la politica venezolana y sus alrededores je je sigue asi pero cuidate mucho carino no hay enemigo pequeno hoy dia de hechizos te mando una proteccion infalible del jesus,0.0,politica,1,0
100 de acuerdo contigo es igual cuando hablan de la politica venezolana y dicen los lideres de la oposicion y uno dice cuales esa gente es lider es en corrupcion y guisos,2.0,politica,1,0
ese nunca ha estado alejado de la politica siempre ha estado ayudando en el guiso de las narcodictaduras como la venezolana haciendo dano irreparable a pueblos atrapados en el hambre y la represion,5.0,politica,1,0
no empiecen a comparar la politica argentina con la venezolana ya basta del egocentrismo criollo cada pais tiene su sistema politico y dinamica hacer comparaciones es absurdo,2.0,politica,1,0
esta vieja hp quien le dio permiso para meterse en la politica de mi pais acaso ella no es venezolana acaso no anda besandole las bolas al maduro,2.0,politica,1,0
yo no tengo esa mis a percepcion es a la dirigencia politica de oposicion que la veo ida de una posible salida a la crisis venezolana ya esta terminando el primer trimestre y no hay algun plan a seguir para activar al ciudadano,2.0,politica,1,0
venezuela importa todo porque fundio a su industria nacional a base aranceles a productos importados subio tanto los aranceles que aumento los costos de produccion y luego termino destrozando todo con la fijacion de precios su politica es venezolana,2.0,politica,1,0
la dirigencia politica venezolana jugando a la diplomacia con un sujeto que nada tiene que ver con defender la causa venezolana leopoldo lo hizo con alberto en argentina y amlo en mexico y ya sabemos que paso despues boris es aun peor la ingenuidad es un cancer,2.0,politica,1,0
una rata politica venezolana hdp enchufado,2.0,politica,1,0
con razon el dicho nada mas sucio que la politica yo como venezolana y pueblo padeciendo este desastre siento mucha decepcion e indignacion al leer noticias como estas cada dia pierde uno mas la fe,5.0,politica,1,0
yo no soy personalidad de la musica venezolana y no desprestigio a abreu ni es relevante la politica tu aportas una mentira ya que por el arbol no ves el bosque detras ese concierto jamas se ha debido realizar en el contexto actual muy perjudicial ha sido y sera,2.0,politica,1,0
la politica venezolana esta marcada por intereses personales vaivenes actitudinales e inexistente indice aptitudinal o sea todos unos locos de carretera sin vocacion por mejorar las vidas de los connacionales no digo mas,2.0,politica,1,0
exacto son empleados del regimen no hay hueso sano en la politica venezolana lamentablemente,5.0,politica,1,0
ni cerca mi hermano todo lo q ocurra en polombia es considerado danos colaterales insistentes inherentes a la situacion politica creada x la dictadura venezolana veran algun comunicado diciendo q se sospecha d infiltrados palestinos iranies o sirios no les extrane,2.0,politica,1,0
cantidades de cuentas falsas y bots que son seguidos por mentes que no entienden la nomenclatura de la realpolitica haciendole la segunda a la dictadura militar venezolana siempre descalificandousando las mismas palabras y adjetivos que usa el aparatocomunicacionaldel regime,2.0,politica,1,0
que basura la clase politica venezolana,2.0,politica,1,0
yo lo veo como el imbecil que se presto a ser el tonto util de los viejos corruptos de la politica venezolanay de otros no tan viejos pero igual de corruptos y manipuladorescon uno de estos recuerdo aquellas caricaturas de archie y toromboloel que entendio entendio,2.0,politica,1,0
capriles sera recordado por eso por nada mas es un error y un aborto en la politica venezolana,2.0,politica,1,0
entonces no opines de politica venezolana o colombiana o donde sea que se ataque al cancer de la izquierda ese es el problema tu retorica es critico todo pero con lo mio no se metan,2.0,politica,1,0
traidor a la patria aquel que permite la intervencion extranjera de cuba y venezuela en nuestra politica que permite que entren al pais 2 dictadores y los trate como heroes habla traidores cuando su ideologia es cubana y venezolana,2.0,politica,1,0
quien plantea aca la politica es venezolana y es patriota porque ama este pais su pais mas nadaaa es nuestro orgullo patrio,0.0,politica,1,0
chavista muere chavista a donde vaya esta pertenece a una clase social venezolana llamada los enchufados que se definen como parasitos que viven de la politica,2.0,politica,1,0
sin estas consideraciones sin que evaluemos critica y profundamente esta forma de estarenelmundo no esperemos una politica que no sea mas que espectaculo y degradante populismo por no ahondar en sociedades que como la venezolana estan sumergidas en un vil totalitarismo,2.0,politica,1,0
desde hace mas de 15 anos estos personajes de la politica venezolana nos han vendido un escenario que no existe ellos le dicen al pueblo que no salgan a votar en las elecciones muchas veces el pueblo le hizo caso y que se logro,2.0,politica,1,0
no entiendo pedimos a gritos nuevos actores en la politica venezolana pero si no los acompanan los viejos partidos politicos no les apoyamos raro no,2.0,politica,1,0
la politica venezolana es un acto de fe tienes que creer en el cne creer en los politicos cree en las elecciones y en los resultados aunque no tengas ni una sola prueba de que algo sea cierto esto es lo que hay hasta manana,0.0,politica,1,0
estan desesperados los zurdos de mierda actuan al mas puro estilo de la policia politica cubana o venezolana,2.0,politica,1,0
si ser un creativo es decir un monton de groserias entonces se a demostrado q todos los demonios son bien creativos en nuestra sociedad ademas metieron 32 mil personas en un coliseo de 18 mil que responsabilidad es esa esta gente responde a la politica venezolana,2.0,politica,1,0
yo no creo en ese septico que es la politica venezolana en nadie si era tan virginal e inocente no servia tampoco para ocupar cargos politicos se lo comian en 2 dias y como duro demasiado concluyo que si sabia moverse en ese mundo,2.0,politica,1,0
existe una politica idonea de izquierda a la cubana a la venezolana la proxima ud postule para ser presidente pero que penita como va su caso facil no le sale favorable y ya tiene una sentencia firme,2.0,politica,1,0
solicito detenidos por el robo a citgo empresa venezolana el presidente nicolas maduro con su politica de otorgo indulto alex saab diplomatico enviado especial con funcion humanitaria esta secuestrado por 696dias su familia vive en trauma permanente,5.0,politica,1,0
cne inmoral que dudas les queda que es apendice del gobierno son caimanes del mismo pozo y lo mas triste que persona como enrique marquez entre otro dicen ser imparciales judas de la politica venezolana,2.0,politica,1,0
huy 2 dias restante y va ganando el xx no te lo voy a spolear hablando en serio como venezolano en esta tierra bendita llena en su minoria de gente complice la clase politica venezolana en todo su espectro son todos unos hdp que deben desaparecer en esta tierra bendecida,2.0,politica,1,0
cuanto le pagan por defender lo indefendible si usted supiera lo que vive una familia venezolana ni se atreviera a comentar desde la misma estructura politica de los clap en las comunidades se comienza el abuso y control sobre la poblacion,2.0,politica,1,0
ese ha sido un grave problema en la politica venezolana la gente piensa con el higado y se deja llevar idolatrando lideres que luego decepcionan casos emblematicos rafael caldera habia viejitas que le ponian velas cap y hcf los mas venerados,5.0,politica,1,0
que desperdicio de tiempo la politica venezolana,2.0,politica,1,0
yo manana voy a apoyar a una atleta que representa a venezuela no voy a apoyar a una ideologia politica de verdad su tema politico no me interesa ahora si me dices que voy a verla en una entrevista con el bastardo de maduro es otra cosa pero manana es una atleta venezolana,2.0,politica,1,0
no hay uno solo de la clase politica actual venezolana que no sea un delincuente,2.0,politica,1,0
ahora si se lo que es un dialogo de altura en la politica venezolana las sillas pasan volando ave maria purisima,0.0,politica,1,0
a mi lo que me digan de la clase politica venezolana lo creo que son corruptos narcos delincuentes patos traidores marihuaneros cocaineros pedofilos y toda vaina que exista lo creo a pesar de esto sus acciones siempre superan la capacidad de asombro,2.0,politica,1,0
con decencia y decoro te digo que te jubiles de la politica venezolana demostraste ser un ladron oportunista y dedicate a criar a tus hijos para que no la caguen como tu,2.0,politica,1,0
ah ya salio un canadiense wannabe a intentar descalificar la opinion politica de una venezolana en venezuela cuan predecible,2.0,politica,1,0
rafael ramirez la derecha politica y la burguesia parasitaria venezolana unida al gobierno de maduro le tiende la mano lo aplauden y sostienen mientras a chavez y su gobierno no nos dieron ni un segundo de tregua,2.0,politica,1,0
a algunos venezolanos les ha dado por leer la politica de otros paises en clave venezolana ademas en la clave mas simplista posible ven al difunto en todos lados y predicen los males que sufre venezuela si ganan ciertos candidatos ya deberiamos saber que siempre se equivocan,2.0,politica,1,0
el srguaido quedara en el basurero de la historia politica venezolana como la real meretriz fue usadoabusado y violado para luego ser desechado como un simplenormalcomun corriente y silvestre condon,2.0,politica,1,0
realmente proponga algo mas claro porque maria corina hace el mismo llamado que usted hace solo que en ella hay menos coherencia politica o ideologica dele pies y cabeza sociedad como la venezolana tiene varias clases cual va derigir a quien,2.0,politica,1,0
lo que le hicieron chavez y luego maduro a raul baduel y familia no tiene nombre fue peor que un crimen y pasara a los anales de la historia negra de la politica y justicia carcelaria venezolana,2.0,politica,1,0
que barbaridad como a esos dinosaurios de la politica venezolana el triunfalismo no se les agota nunca,2.0,politica,1,0
un dia como hoy muere lucia palacios escritora politica y diplomatica venezolana,5.0,politica,1,0
es impresionante que haga comparaciones con putin y diga que tiene formacion marxista cuando todo la asesoria politica viene dada por personeros de la politica opositora venezolana definitivamente hay gente que no averigua antes de hablar,2.0,politica,1,0
vicepresidenta venezolana pide a curas quitarse la sotana para hacer politica el unico aporte de la iglesia en el nuevo mundo fue contribuir al extermino de los aborigenes y robar riquezas para sus arcas pedimos justicia,5.0,politica,1,0
el dia que trabajar en el gobierno deje de ser rentable se acabara la corrupcion aplica hacer un negocio de la politica asi como la falsa lucha de la oposicion venezolana repugnante y visceral ser un hipocrita sin principios llorando ante los medios cacasos,2.0,politica,1,0
pura mxxxxa esto es mas de lo mismo quien paga el viaje de los del gobierno y los opositores los mismo venezolanos para q ellos no hagan nada jajaja pura falsa esta politica venezolana de lado y lado,2.0,politica,1,0
verdad que estos dinosaurios de la politica venezolana como viven de puro lamentos ademas demuestran que son apatridas y gringos de orilla en grado superlativo,2.0,politica,1,0
destruyeron el salario d los profesores universitarios destruyeron el salario d la familia venezolana tanto q es imposible q un bachiller cuyos padres ganen salarios minimos puedan estudiar y como consecuencia d sus malas politica y falta d gobierno se caen la universidades,5.0,politica,1,0
vayan coman mierda ustedes han interferido continuamente en la politica venezolana doble moralistas,2.0,politica,1,0
bueno yo realmente no vote por lacava aunque sabia que mi voto era perdido porque ese carajo no perdia vote por escarano asi que aun no me has dicho cual es tu logica en la politica venezolana,2.0,politica,1,0
la politica del gobierno biden frente a la migracion venezolana es un golpe frontal a la alianza con el gobierno interino no solo presionaron a mexico para imponer visa sino retoman el titulo 42 de nada sirve la retorica,2.0,politica,1,0
ojo que que error tan grande abogada y politica venezolana nacionalizada en colombia por favor,2.0,politica,1,0
marifrancys marcanoes una presa politica venezolana de 38 anoscomerciantemadre de 3 ninosmaryfrancys fue arbitrariamente detenida el 25042020 sin orden judicial junto a ana pernia por funcionarios dl sebin cuando llegaba a su casa en guarenas,2.0,politica,1,0
y entonces para que se postula si de antemano no va a tener las facultades para lo que fue elegido disculpe a veces se me olvida lo inverisimil tramposa y sucia que es la politica venezolana,2.0,politica,1,0
la salvacion jajaja que deprimente la politica venezolana ahorita es el monto q los jovenes tomen protagonismo y salgan nuevos lideres y nuevos partidos para barrer estas plagas del pais,5.0,politica,1,0
don andres tan decente esquiroles es un halago para estos traidores y desleales hay que buscar la unidad en funcion del triunfo y desenmascararlos a todos y declararlos sacer de la politica venezolana,2.0,politica,1,0
como es que hay que sentarse en mexico con la oposicion venezolana para tratar un tema que es politica de estado que me diga gerardo blyde cuando lo autorice yo ha tratar en mi nombre este u otros temas este monstruo cinico q alardea de psiquiatra llena la cara de a mi,2.0,politica,1,0
es la sensatez de la politica venezolana ojala llegue a ser presidente algun dia los radicales son mas de los mismo agitan agobian pero ni una sola propuesta real y clara yo voy a votar claro que si,2.0,politica,1,0
ojala tuvieramos un miggy en la politica venezolana para que repartiera batazo a todos los corruptos que nos han quitado la esperanza,2.0,politica,1,0
neutro en la politica venezolana porque me da igual si le caen a conazos a los politicos de ambos bandos,2.0,politica,1,0
este hombre serio de la hipica venezolana hace este comentario y sorprende como la gente busca cualquier argumento para demeritar lo que el sr azar comenta hay que ver cuanto dano hizo la lucha politica en este pais idiotizo a muchos,2.0,politica,1,0
en su epoca 4 terminos dividian a los venezolanos conservadores liberales centralismo y federacion mucha sangre se derramo por eso cecilio acosta fue recto y honrado se propuso purificar la accion politica venezolana su libertad de criterios le gano no pocos enemigos,5.0,politica,1,0
es super entretenida tiene los mejores actores y payasos y los niveles de drama son insuperables la politica venezolana es la mejor produccion televisiva realizada nada supera ese show,0.0,politica,1,0
solo para que reflexionen sobre las palabras que usan en sus comentarios ustedes en la politica venezolana son oposicion gobierno o no binarios porque en las luchas contra las dictaduras no existe el nobinarismo hasta donde yo se,2.0,politica,1,0
lo mas hijo de puta que puede haber en la politica venezolana para lo que se presta,2.0,politica,1,0
lo decimos una dran mayoria de los venezolanos esas piltrafas son tan socialistas como maduro son basuras en politica venezolana y para rematar esos tres tienen mas pinta que un venao que son pichitas,2.0,politica,1,0
verrrrga pobre pais dirigido y en lista de espera otros con ganas de dirigirlo todos con un comun denominadorladrones y corruptos no hay hueso sano en la politica venezolana ni en las fan gente con honor a la patria se unen al saqueopronto seremos colonia,5.0,politica,1,0
hace 5 anos una gran mujer politica psicologa y profesora venezolana mercedes pulido fallecio en caracas venezuela pulido fue una luchadora inalcanzable del partido copei y defendio siempre los derechos de las mujeres hoy y siempre que brille para ella la luz perpetua,5.0,politica,1,0
lejos de detenerse la migracion venezolana seguira incrementando ya suma 56 millones de personas actualmente segun cifras de la oea debido a que las causas que la generan como la crisis economica y la inestabilidad politica interna no mejoran,5.0,politica,1,0
jajaja por favor te vas a conformar con eso por su puesto que dira que no pertenece quizas en papeles no pertenezca pero esta gente son de la misma casta que ha hecho de la politica venezolana su nicho,2.0,politica,1,0
con que autoridad moral etica intelectual y politica este sr sale en la prensa habla en la camara alta de como los uruguayos debemos actuar votar decidir y se abraza con lo peor de la politica europea un corrupto bancado por la dictadura venezolana da azco,2.0,politica,1,0
alli estan dos bandidos juntos lacras como esas son las que hay que execrar de la politica venezolana le han hecho mucho dano a este pais el primero inicio los actos de corrupcion mas grande del estado sucre el segundo se convirtio en jeque amo y senor del estado tachira,5.0,politica,1,0
es la insistencia retrasada del moralismo en la pre politica venezolana una prueba mas de que no son los que van a reconstruir este pais pues sus egos y moralidades estan por encima de las necesidades colectivas y de la vida de la gente,2.0,politica,1,0
una nina venezolana pero alla en su pais polombia matan a cada ratosabes cuantos masacres van en el 2022 aqui no hay esa politica de eliminar lideres sociales ambientalistas sindicalistas e indigenas ni hay paracos ni se protege a los narcos lavese la boca al hablar,2.0,politica,1,0
alberto considero que la crisis politica economica y humanitaria venezolana se exacerbo por la pandemia y las sanciones impuestas por la comunidad internacional exacerbar es incrementar un dano o dolor fisico o moral pre existente como puede alinearse con el origen,5.0,politica,1,0
que circo tan decadente se ha vuelto la politica venezolana hay candidatos que en su mediocridad van a participar en la primarias de los alacranes y ahora en las del favenezuela mientras se enlodan en ese parapeto electoral de la tirania el 21n esta se atornilla,2.0,politica,1,0
querido y respetado amlo creo que sobre valua a un simple corrupto mundial mete sus narices en la politica inglesa espanola venezolana y peruana con el mismo cuente de la democrasia,2.0,politica,1,0
el dia que los politicos muestren verdadero respeto por su pueblo y sus instituciones solo entonces volvere a creer en la politica venezolana mientras sigo entregando lo mejor de mi a este pais que lo merece todo,0.0,politica,1,0
la politica venezolana es la mas nefasta y danina que existe de todas las politicas nacionales,2.0,politica,1,0
mientras la politica venezolana tenga actores como pokemon guevara seguiremos jodidos ni chavistas ni pokemones,2.0,politica,1,0
1 que esos jovenes sean la esperanza politica del pais lo desmienten todos ellos escoja usted el que quiera 2 que los venezolanos necesitemos jovenes para tener esperanza es demagogia y manipulacion 3 que ellos sean los que encarnan la juventud venezolana es una falacia,2.0,politica,1,0
dentro de toda esta cloaca politica venezolana personajillos como son de los que mas asco y repulsion generan,2.0,politica,1,0
la clase politica venezolana no aprende ni aprendera nunca venezuela esta condenada a ser tristemente ciclica,5.0,politica,1,0
nunca entendere la politica venezolana dond politicos opositores llevan anos reuniendose con altos mandos d otros paises y entre ellos eeuu nuevos presidentes y sigue con la misma cara de los politicos y se vuelven a reunir con su respectivo selfie cual es el proposito,2.0,politica,1,0
en crisis politica permanente con parlamentarios mediocressin culturacasi siempre esperando ordenes del ejecutivo chavista para levantar la mano la legislacion venezolana actual estambien una de las mas atrasadas de la region tan opaca como e chavismo,2.0,politica,1,0
de 1981 muere romulo ernesto betancourt bello politico periodista y presidente de venezuela fue uno de los mas importantes politicos venezolanos del siglo xx su participacion dentro de la politica venezolana comenzo en 1928,5.0,politica,1,0
a 67 anos de la muerte del inolvidable companero andres eloy blanco gloria de las letras y de la politica venezolana ejemplo civico y humano en el exilio el mejor poeta de su tiempo orgullo adeco,0.0,politica,1,0
sistema de gobierno parlamentario y que alli se diriman esos cargos basta ya del presidencialismo omnipotente es un reto para la mentalidad obtusa de la vieja dirigencia politica venezolana,2.0,politica,1,0
la es al deporte lo que la oposicion es a la politica venezolana pura publicidad billete para sus bolsillos y una cuerda de descerebrados trending apoyandolos,2.0,politica,1,0
semana de nuevas sorpresas desde el para el pueblo la acertada politica inclusiva de para llevar la mayor cantidad de beneficios posibles a la familia venezolana sin distincion trae noticias que viva la patria,0.0,politica,1,0
efectivamente y lo que me preocupa es que inviten a cada rato a a ciertos medios radiales de miami a pontificar sobre politica venezolana y como favorecer al regimen no suelo caer en ideas conspiranoides pero aqui hay un patron y una agenda muy claros,2.0,politica,1,0
eres admirable hermano ojala sean muchos como tu en la politica venezolana,0.0,politica,1,0
esta gente que defienden a los delincuentes de la politica venezolana son complices de la destruccion de venezuela,2.0,politica,1,0
que ladillaaaaaa es la politica venezolana,2.0,politica,1,0
ladrones ampa politica y mediocre rataaaaaaasss de caneria malandro de la politica venezolana jamas se les perdonara lo q le hicieron a nuestra patria hijos del ampa imperial,2.0,politica,1,0
dice lo a todos los que muchachos que murieron maldito excremento de la vieja politica venezolana,2.0,politica,1,0
el primer vicepresidente del partido socialista unido de venezuela psuv advirtio que la oposicion venezolana es un peligro para el pais porque resuelven sus rollos peleando son una verguenza para la politica via,2.0,politica,1,0
estoy tan asqueado de la politica venezolana que sinceramente no me interesa,2.0,politica,1,0
es decir vamos a estar obligados a comprar muchos productos de mala calidad con un precio elevado y donde a los empleados le pagan una miseria maduro comprando a fedecamaras nada nuevo en la politica venezolana,2.0,politica,1,0
maduro y su combo solo ha podido destruir y vencer al bienestarla moral y etica de la sociedad mayoria venezolana y por supuesto a la clase politica que tambien secuestro la voluntad de los ciudadanos y se ha prestado a alcahuetearlo mayoria,2.0,politica,1,0
por la republica senores a atacar absolutamente toda la tolda politica venezolana es hora de la liberacion del pueblo que los guerreros de dios se activen y saquemos de la oscuridad en donde esta venezuela,5.0,politica,1,0
toda la clase politica venezolana son unos delincuentes no se porque hay quienes siguen pensando que hubo una lucha con aquellos jovenes que usaron como carne de canon para financiarse y acomodarse entonces a quien pueden seguir ignorando con lo que sucedio,2.0,politica,1,0
definitivamente tiene ud un sancocho mental enorme toda su justificacion ante lo que ocurre en estados unidos con las armas en su mente esta entrelazada con la politica venezolana de verdad que tiene sancocho trifasico,2.0,politica,1,0
llego el momento de que los ciudadanos enterremos a esos dinosaurios politicos y cualquier metodo que usemos es valido para borrarlos de la politica venezolana a los politicos debemos agarrarlos como a las iguanasa pedradas,2.0,politica,1,0
es importante que kiko le informe a esa chorrera de candidatos de utileria que vayan fabricando su propio electorado porque la sociedad venezolana ya no cree en ninguna de esas bazofias de la politica son una verguenza para democracia solo quieren participar en la rebatina,2.0,politica,1,0
sabemos que el presidente no tiene nada que ver con este oportunismo de nicolas maduro el lider de un regimen violador de ddhh en tengo plena confianza que impulsara una politica de solidaridad con la migracion venezolana lejos del dictador,2.0,politica,1,0
las fecha patrias celebran los hechos trascendentales en la conformacion de la nacion venezolana ahora un grupo de charlatanes pretende imponer sucesos relevantes de una parcialidad politica como fiestas nacionales nefastos,2.0,politica,1,0
no es politica es una peticion sobre una injusticia contra una dama venezolana,2.0,politica,1,0
dicen jorge rodriguez y diosdado cabello q en la nueva mesa de dialogo no se sentaran delincuentes imagino q reviviran arturo uslar luis beltran prieto figueroa romulo gallegos xq en la politica venezolana actual digo sin temor a equivocarme no hay un politico honesto,2.0,politica,1,0
y que creen se lavan las manos es que realmente la clase politica venezolana es digna de estudios,2.0,politica,1,0
este pendej0 que ni hablar bien espanol o decir colombian sabe pretende hablar conmigo y refutarme sobre politica venezolana los socialistas de starbucks son una plaga no saben sino escupir propaganda,2.0,politica,1,0
un recuerdo de lo que es la politica venezolana ahi estan dos de los que viven de las penurias de su pueblo,5.0,politica,1,0
no puede obviar la politica porque es venezolana y por lo tanto le duele su patria,2.0,politica,1,0
alla ni de vaina salen con la cotorracantaleta de que el juez les quiere hacer una persecucion politica ese show se lo aplican solo a la dictadura venezolana,2.0,politica,1,0
el que se mete con venezuela se seca no mi reyreinareine es que los mascavergas que estan metidos en la pomada de las altas esferas de la politica venezolana vienen siendo los mismos desde hace 20 anos se han hecho viejos peleandose por el coroto y nosotros tambien,2.0,politica,1,0
migrantes huyen por miles del gobierno tiranocomunista venezolana mientras idolatran con toda su alma al presidente de esos migrantes y con esa bipolaridad politica pretenden gobernar chile,2.0,politica,1,0
tremendo mensaje en su oportunidad lo vi en vivo cuando luis alberto machado estuvo en ese programacuando la sociedad venezolana estaba informada de la situacion politica social y economica del pais q lastima tiempos aquellos,5.0,politica,1,0
sociedad y politica venezolana de hoy dia pura chabacaneria vulgaridad y mamarrachos,2.0,politica,1,0
un traumado x politica interna venezolana violadora de ddhh q viene a meter terror a un pais q se autodetermina creyendo estupidamente q boric es lo mismo q maduro merece un poco de neoliberalismo aplicado y las leyes no lo protegen no veo falla en la logica del arrendador,2.0,politica,1,0
desearia nunca mas volver a ver en mi tl nada relacionado con politica venezolana,5.0,politica,1,0
ya es hora de la justicia teodora debe ser juzgada y ojala condenada con todo el peso de la ley ella es la mas grande enemiga del pais a muchos colombianos jamas se nos olvidara el apoyo que ella daba a las atrocidades de las farc y dictadura venezolana se exije muerte politica,5.0,politica,1,0
no soy emocionalmente capaz de hablar de politica venezolana de la verguenza opositora de machismo y violaciones de transfobia ni de ninguno de los temas que saturan mi tl asi que solo me dedicare a hablar pendejadas porque no soporto la realidad,2.0,politica,1,0
no sea sucio usted no tiene moral para opinar sobre la politica venezolanamalnacido,2.0,politica,1,0
en 1834 retirado de la vida politica y militar fallece lino clemente procer de la independencia venezolana sus restos reposan en el panteon nacional desde el 21 de julio de 1961,5.0,politica,1,0
en esto termino degenerando la sociedad y la politica venezolana de esta cloaca no saldremos en buen tiempo,5.0,politica,1,0
muchas gracias todos mis textos buscan comunicar una sola idea el comunismo mata el castrochavismo mata lopezobrador mata morena mata lopez busca imponer una politica similar a la venezolana mexico ya sufre las consecuencias abrazo,5.0,politica,1,0
mientras la mayoria de la disidencia politica venezolana siga estando dirigida por una pletora de falsos mesias que no entienden las realidades del pais no hay esperanzas de derrotar al monstruo del chavismo,2.0,politica,1,0
anda a otro con ese cuento guaido no ha hecho nada que resuelva la crisis venezolana veneuzela sigue en el mismo punto desde el 2002 con respecto a politica pero mas deteriorado en lo social y economico es otro colaborador mas ya guaido hizo su declaracion de gastos,2.0,politica,1,0
por que lo relacionan todo con politica venezolana you must be fun at parties,2.0,politica,1,0
guaido es un pobre excremento de la politica venezolana,5.0,politica,1,0
puros bandidoslacras d la politica venezolana,2.0,politica,1,0
infeliz situacion es que despues de mas de 30 anos un vago y vendido como tu siga hablando paja dentro de la politica venezolana tipo sin dignidad,2.0,politica,1,0
